# shelf	signal	detail   (triage_09.py; feed: next_batch.py --s2-file)
S94742	a-C	cv 20511 named by 1 C line(s) on books of S103824
S94742	a-C	gcd 29506 named by 3 C line(s) on books of S22374
S94742	a-C	gcd 29506 named by 2 C line(s) on books of S103823
S94742	a-C	gcd 29506 named by 1 C line(s) on books of S103824
S94742	b	38/38 per-file CV links name another volume (4604x38)
S94742	e	38 files
S94747	b	24/24 per-file CV links name another volume (95201x24)
S94747	e	24 files
S94757	b	6/6 per-file CV links name another volume (83480x6)
S94770	b	43/43 per-file CV links name another volume (3138x43)
S94770	d	label-ambiguous item 36520
S94770	e	43 files
S94775	b	9/9 per-file CV links name another volume (1497x8, 2294x1)
S94776	b	18/18 per-file CV links name another volume (1497x18)
S94780	b	6/8 per-file CV links name another volume (42996x6)
S94793	b	3/3 per-file CV links name another volume (3857x3)
S94812	a-C	cv 123862 named by 2 C line(s) on books of S20114
S94812	a-C	gcd 154263 named by 2 C line(s) on books of S20114
S94812	b	19/19 per-file CV links name another volume (2294x19)
S94812	e	23 files
S94813	a-C	gcd 5812 named by 1 C line(s) on books of S95223
S94813	e	69 files
S94813	f	1 shelf/shelves merged in after the wave that landed R-026 (2026-09-17): S20172
S94814	a-C	gcd 17522 named by 1 C line(s) on books of S94813
S94814	a-C	gcd 17522 named by 1 C line(s) on books of S103879
S94814	c	item 97017 judged #169-174 does not fit the S run (cv - count -, gcd 17522 count 76)
S94814	c	item 97014 judged #126-132 does not fit the S run (cv - count -, gcd 17522 count 76)
S94814	e	63 files
S94824	b	4/4 per-file CV links name another volume (5729x4)
S94824	d	label-ambiguous item 62497
S94829	a-I	gcd 195503 named by 1 I line(s) on books of S64520
S94829	b	5/5 per-file CV links name another volume (33769x5)
S94833	b	15/15 per-file CV links name another volume (92750x15)
S94833	c	item 65704 RANGE CONTRADICTED by GCD notes (count): judged #0-8, GCD says Harley Quinn (DC, 2021 series) #50-57
S94834	c	item 65732 RANGE CONTRADICTED by GCD notes (offset): judged #70-75, GCD says Harley Quinn (DC, 2021 series) #22-27
S94838	e	62 files
S94841	e	25 files
S94842	e	38 files
S94846	b	13/16 per-file CV links name another volume (3052x13)
S94847	b	3/3 per-file CV links name another volume (3052x3)
S94849	b	8/8 per-file CV links name another volume (3052x8)
S94852	e	54 files
S94861	b	1/1 per-file CV links name another volume (4571x1)
S94864	a-S	gcd 188709 is also the S of S94863
S94865	b	84/84 per-file CV links name another volume (18058x84)
S94865	c	item 61426 RANGE CONTRADICTED by GCD notes (multi): judged #1020-1027, GCD says Detective Comics #1020-1026; a Joker War story from #1027; Detective Comics Annual #3
S94865	e	102 files
S94865	f	1 shelf/shelves merged in after the wave that landed R-058 (2026-09-23): S103843
S94866	b	100/100 per-file CV links name another volume (92750x95, 138648x4, 160586x1)
S94866	c	item 65743 RANGE CONTRADICTED by GCD notes (multi): judged #18-21, GCD says a story from Batman: Urban Legends (DC, 2021 series) #1; Harley Quinn (DC, 2021 series) #1-6
S94866	e	100 files
S94867	b	3/3 per-file CV links name another volume (42488x3)
S94871	b	24/24 per-file CV links name another volume (5755x22, 134503x2)
S94871	e	24 files
S94872	b	174/174 per-file CV links name another volume (5755x170, 111008x2, 148290x2)
S94872	e	178 files
S94961	a-S	gcd 59922 is also the S of S94962
S94961	a-C	gcd 59922 named by 9 C line(s) on books of S17172
S94961	b	87/87 per-file CV links name another volume (18005x87)
S94961	d	provider-disagrees item 72608
S94961	d	provider-disagrees item 72611
S94961	e	102 files
S94963	e	287 files
S94965	b	29/29 per-file CV links name another volume (3105x29)
S94965	e	30 files
S94965	f	1 shelf/shelves merged in after the wave that landed B-008 (2026-09-10): S421
S95051	a-C	cv 112161 named by 5 C line(s) on books of S842
S95051	a-C	cv 112161 named by 1 C line(s) on books of S894
S95051	a-C	gcd 126774 named by 5 C line(s) on books of S842
S95051	a-C	gcd 126774 named by 1 C line(s) on books of S894
S95051	b	12/12 per-file CV links name another volume (2127x12)
S95051	d	label-ambiguous item 118417
S95051	e	31 files
S95051	f	1 shelf/shelves merged in after the wave that landed R-057 (2026-09-23): S103805
S95052	b	4/4 per-file CV links name another volume (2127x4)
S95052	f	2 shelf/shelves merged in after the wave that landed R-053 (2026-09-23): S103530, S103806
S95053	a-C	cv 142577 named by 3 C line(s) on books of S897
S95053	a-C	gcd 184161 named by 3 C line(s) on books of S897
S95053	b	163/163 per-file CV links name another volume (2127x151, 152139x8, 110451x4)
S95053	e	165 files
S95056	d	label-ambiguous item 6651
S95058	b	3/3 per-file CV links name another volume (137574x3)
S95059	f	4 files when C-062 was read, 9 now (no merge explains it)
S95122	b	6/6 per-file CV links name another volume (5230x6)
S95122	c	item 58787 RANGE CONTRADICTED by GCD notes (multi): judged #31-36, GCD says Aquaman (DC, 2016 series) #31-33; Aquaman Annual (DC, 2018 series) #1
S95229	a-C	gcd 200634 named by 1 C line(s) on books of S64189
S95229	a-I	gcd 200634 named by 1 I line(s) on books of S64201
S95229	e	66 files
S95367	b	3/3 per-file CV links name another volume (106664x3)
S95379	b	1/1 per-file CV links name another volume (7205x1)
S95379	d	label-ambiguous item 58965
S95380	c	item 58979 RANGE CONTRADICTED by GCD notes (multi): judged #7-11, GCD says Batgirl (DC, 2016 series) #7-12; Batgirl Annual (DC, 2017 series) #1
S95381	b	4/4 per-file CV links name another volume (7205x4)
S95386	b	9/9 per-file CV links name another volume (4720x9)
S95386	d	label-ambiguous item 62428
S95392	b	13/16 per-file CV links name another volume (3194x13)
S95396	b	174/174 per-file CV links name another volume (796x172, 33242x1, 149312x1)
S95396	e	180 files
S95489	b	47/63 per-file CV links name another volume (6498x47)
S95489	e	63 files
S95614	e	23 files
S95616	a-C	cv 6496 named by 2 C line(s) on books of S2762
S95616	a-C	gcd 6989 named by 2 C line(s) on books of S2762
S95616	b	2/2 per-file CV links name another volume (11502x2)
S95616	d	label-ambiguous item 53994
S95616	f	1 shelf/shelves merged in after the wave that landed R-045 (2026-09-23): S103534
S95617	a-C	cv 11502 named by 2 C line(s) on books of S101456
S95617	a-C	gcd 12471 named by 2 C line(s) on books of S101456
S95617	c	item 53594 RANGE CONTRADICTED by GCD notes (count): judged #35-38, GCD says Black Panther (Marvel, 2018 series) #7-12
S95617	d	label-ambiguous item 116970
S95617	e	29 files
S95620	a-S	gcd 178418 is also the S of S95619
S95772	b	9/9 per-file CV links name another volume (5067x9)
S95772	c	item 110820 judged #24-26 does not fit the S run (cv 50367 count 16, gcd 66766 count 14)
S95785	b	3/3 per-file CV links name another volume (101382x2, 19402x1)
S95961	b	5/5 per-file CV links name another volume (2400x5)
S95963	b	5/5 per-file CV links name another volume (2400x5)
S96003	b	6/6 per-file CV links name another volume (4955x6)
S96005	b	129/129 per-file CV links name another volume (4955x128, 149934x1)
S96005	c	item 63653 RANGE CONTRADICTED by GCD notes (count): judged #1-5, GCD says Catwoman (DC, 2018 series) #1-6
S96005	e	133 files
S96031	b	8/8 per-file CV links name another volume (3986x8)
S96031	d	label-ambiguous item 63874
S96118	d	provider-disagrees item 78063
S96118	d	span-retracted item 78063
S96118	e	219 files
S96215	b	1/1 per-file CV links name another volume (109443x1)
S96216	b	33/35 per-file CV links name another volume (109443x33)
S96216	d	label-ambiguous item 36354
S96216	e	35 files
S96237	b	7/7 per-file CV links name another volume (5242x7)
S96254	a-S	gcd 6026 is also the S of S4784
S96254	a-C	cv 6209 named by 1 C line(s) on books of S103879
S96254	a-C	gcd 6026 named by 1 C line(s) on books of S103879
S96254	b	41/41 per-file CV links name another volume (2190x41)
S96254	e	44 files
S96257	e	60 files
S96259	e	37 files
S96259	f	36 files when C-021 was read, 37 now (no merge explains it)
S96324	a-C	cv 53726 named by 10 C line(s) on books of S5107
S96324	a-C	gcd 69743 named by 10 C line(s) on books of S5107
S96324	b	59/59 per-file CV links name another volume (6000x59)
S96324	e	66 files
S96324	f	10 files when C-043 was read, 66 now (no merge explains it)
S96327	d	label-ambiguous item 105462
S96327	e	26 files
S96347	b	8/9 per-file CV links name another volume (5164x8)
S96415	b	51/52 per-file CV links name another volume (18058x51)
S96415	e	53 files
S96415	f	1 shelf/shelves merged in after the wave that landed R-058 (2026-09-23): S103844
S96485	d	label-ambiguous item 54829
S96485	e	25 files
S96494	b	4/4 per-file CV links name another volume (2676x4)
S96743	a-C	cv 133080 named by 1 C line(s) on books of S6232
S96743	a-C	gcd 168396 named by 1 C line(s) on books of S6232
S96743	b	3/3 per-file CV links name another volume (2858x3)
S96743	f	1 shelf/shelves merged in after the wave that landed R-036 (2026-09-23): S102941
S96996	c	item 94818 RANGE CONTRADICTED by GCD notes (count): judged #1-6, GCD says Friendly Neighborhood Spider-Man (Marvel, 2019 series) #1-5
S97116	b	2/2 per-file CV links name another volume (95467x2)
S97119	e	75 files
S97144	b	18/18 per-file CV links name another volume (2636x17, 45138x1)
S97144	d	label-ambiguous item 80193
S97300	b	4/4 per-file CV links name another volume (140335x4)
S97350	b	10/10 per-file CV links name another volume (4003x8, 91284x2)
S97352	b	42/42 per-file CV links name another volume (4003x42)
S97352	c	item 64842 RANGE CONTRADICTED by GCD notes (count): judged #5-8, GCD says Green Arrow (DC, 2023 series) #1-6
S97352	e	42 files
S97487	b	9/9 per-file CV links name another volume (4191x9)
S97667	b	4/4 per-file CV links name another volume (11345x4)
S97669	b	6/6 per-file CV links name another volume (11345x6)
S97886	b	6/6 per-file CV links name another volume (2766x6)
S97888	b	1/1 per-file CV links name another volume (150441x1)
S97889	b	60/60 per-file CV links name another volume (150441x60)
S97889	e	62 files
S97889	f	1 shelf/shelves merged in after the wave that landed R-048 (2026-09-23): S103704
S97892	b	9/10 per-file CV links name another volume (150441x8, 124276x1)
S97925	d	label-ambiguous item 106354
S98038	a-I	cv 5642 named by 2 I line(s) on books of S343
S98038	b	7/7 per-file CV links name another volume (6089x7)
S98038	d	label-ambiguous item 12359
S98039	b	2/2 per-file CV links name another volume (6089x2)
S98040	b	4/4 per-file CV links name another volume (6089x4)
S98041	b	3/3 per-file CV links name another volume (6089x3)
S98044	b	8/8 per-file CV links name another volume (6089x8)
S98108	b	8/8 per-file CV links name another volume (4402x8)
S98213	b	82/82 per-file CV links name another volume (4201x82)
S98213	e	83 files
S98214	a-C	cv 4201 named by 1 C line(s) on books of S103319
S98214	a-C	gcd 3810 named by 1 C line(s) on books of S103319
S98214	e	135 files
S98214	f	1 shelf/shelves merged in after the wave that landed R-041 (2026-09-23): S103318
S98215	c	item 68043 C #45-50 on the S's own run does not fit its count
S98215	c	item 68042 C #37-44 on the S's own run does not fit its count
S98240	b	3/4 per-file CV links name another volume (11023x3)
S98264	b	4/4 per-file CV links name another volume (86704x3, 141873x1)
S98333	b	3/4 per-file CV links name another volume (2956x3)
S98472	e	24 files
S98474	b	24/24 per-file CV links name another volume (22319x24)
S98474	e	24 files
S98485	e	23 files
S98522	e	27 files
S98523	a-S	gcd 189937 is also the S of S103496
S98524	b	4/4 per-file CV links name another volume (87332x4)
S98889	b	5/7 per-file CV links name another volume (5348x5)
S99043	d	label-ambiguous item 10476
S99357	b	55/55 per-file CV links name another volume (26326x55)
S99357	e	57 files
S99357	f	1 shelf/shelves merged in after the wave that landed R-037 (2026-09-23): S102981
S99533	c	item 69556 C #1-6 on the S's own run does not fit its count
S99533	c	item 69557 C #7-12 on the S's own run does not fit its count
S99533	c	item 69558 C #13-17 on the S's own run does not fit its count
S99543	b	2/2 per-file CV links name another volume (92630x2)
S99610	e	61 files
S99611	b	24/36 per-file CV links name another volume (22745x24)
S99611	e	36 files
S99676	b	1/1 per-file CV links name another volume (96158x1)
S99699	e	22 files
S99759	f	1 shelf/shelves merged in after the wave that landed R-041 (2026-09-23): S103389
S99973	b	27/27 per-file CV links name another volume (43261x27)
S99973	e	30 files
S99976	e	30 files
S99976	f	26 files when C-051 was read, 30 now (no merge explains it)
S100004	e	36 files
S100014	d	label-ambiguous item 104198
S100014	d	label-ambiguous item 104199
S100014	e	67 files
S100019	e	45 files
S100040	b	13/13 per-file CV links name another volume (5174x13)
S100040	d	label-ambiguous item 57279
S100122	b	4/4 per-file CV links name another volume (3321x4)
S100135	a-C	gcd 3386 named by 1 C line(s) on books of S18388
S100135	b	208/208 per-file CV links name another volume (119775x208)
S100135	d	label-ambiguous item 17161
S100135	e	209 files
S100135	f	1 shelf/shelves merged in after the wave that landed R-049 (2026-09-23): S103783
S100163	e	116 files
S100163	f	1 shelf/shelves merged in after the wave that landed R-036 (2026-09-23): S103020
S100166	a-I	gcd 68208 named by 2 I line(s) on books of S17377
S100166	b	4/4 per-file CV links name another volume (3465x4)
S100220	b	5/6 per-file CV links name another volume (10414x3, 75697x2)
S100220	f	1 shelf/shelves merged in after the wave that landed R-036 (2026-09-23): S103027
S100336	b	15/29 per-file CV links name another volume (7499x15)
S100336	e	29 files
S100357	b	7/7 per-file CV links name another volume (4545x6, 94996x1)
S100364	d	label-ambiguous item 112433
S100364	e	67 files
S100575	a-C	cv 91750 named by 3 C line(s) on books of S18609
S100575	a-C	gcd 103458 named by 3 C line(s) on books of S18609
S100575	e	35 files
S100575	f	1 shelf/shelves merged in after the wave that landed R-054 (2026-09-23): S103835
S100576	c	item 73619 judged #800-800 does not fit the S run (cv 153720 count 27, gcd 201306 count 33)
S100576	e	43 files
S100744	a-S	gcd 11298 is also the S of S58099
S100744	e	44 files
S101050	b	56/57 per-file CV links name another volume (44350x56)
S101050	e	57 files
S101050	f	1 shelf/shelves merged in after the wave that landed B-014 (2026-09-10): S19799
S101053	e	64 files
S101296	b	3/3 per-file CV links name another volume (126627x3)
S101396	e	54 files
S101458	b	13/13 per-file CV links name another volume (69993x13)
S101466	e	31 files
S101470	a-C	cv 3824 named by 1 C line(s) on books of S21955
S101470	a-C	gcd 3396 named by 1 C line(s) on books of S21955
S101470	a-C	gcd 3396 named by 1 C line(s) on books of S103668
S101470	b	235/235 per-file CV links name another volume (18525x222, 147775x12, 70837x1)
S101470	e	250 files
S101470	f	1 shelf/shelves merged in after the wave that landed R-057 (2026-09-23): S103801
S101472	a-S	gcd 61069 is also the S of S21955
S101472	a-S	gcd 61069 is also the S of S66317
S101474	e	81 files
S101515	b	13/13 per-file CV links name another volume (4823x12, 5337x1)
S101516	b	10/13 per-file CV links name another volume (4823x10)
S101518	a-C	cv 10745 named by 2 C line(s) on books of S101456
S101518	a-C	gcd 11652 named by 2 C line(s) on books of S101456
S101518	f	13 files when C-054 was read, 20 now (no merge explains it)
S101522	b	26/26 per-file CV links name another volume (43640x26)
S101522	e	31 files
S101535	b	3/3 per-file CV links name another volume (142647x3)
S101537	b	3/3 per-file CV links name another volume (142647x3)
S101568	d	label-ambiguous item 34442
S101631	e	58 files
S101631	f	1 shelf/shelves merged in after the wave that landed R-032 (2026-09-23): S102722
S101637	d	label-ambiguous item 108340
S101652	d	label-ambiguous item 37057
S101659	c	item 45841 RANGE CONTRADICTED by GCD notes (multi): judged #16-18, GCD says ? #21; through #24
S101675	a-I	cv 49231 named by 1 I line(s) on books of S64102
S101675	a-I	gcd 68255 named by 1 I line(s) on books of S64102
S101675	d	label-ambiguous item 14000
S101847	b	4/6 per-file CV links name another volume (52863x4)
S101847	d	label-ambiguous item 54957
S101949	e	51 files
S102126	a-I	gcd 134252 named by 3 I line(s) on books of S65447
S102127	a-I	cv 146264 named by 1 I line(s) on books of S14041
S102127	a-I	cv 146264 named by 1 I line(s) on books of S65447
S102127	a-I	gcd 189386 named by 1 I line(s) on books of S14041
S102127	a-I	gcd 189386 named by 1 I line(s) on books of S65447
S102189	d	label-ambiguous item 118890
S102367	b	8/8 per-file CV links name another volume (19752x8)
S102371	b	3/3 per-file CV links name another volume (6000x3)
S102377	b	7/7 per-file CV links name another volume (20289x7)
